image_path,type,danger,action,split,image_id,caption,target
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\930000308033507328_0.jpg,earthquake,High,Rapid search-and-rescue and medical triage,train,930000308033507328_0,,Type: earthquake | Danger: High | Action: Rapid search-and-rescue and medical triage.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910637426950914053_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910637426950914053_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\23_9_2017\911721159791538176_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911721159791538176_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\21_9_2017\910817212990197761_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910817212990197761_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910546033385656320_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910546033385656320_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\16_11_2017\931243132783652864_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,931243132783652864_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910533089809575938_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910533089809575938_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\28_9_2017\913389114229063680_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,913389114229063680_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\2_10_2017\914993292290469888_3.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,914993292290469888_3,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\23_9_2017\911623548061474816_0.png,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911623548061474816_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\29_9_2017\913667492987461633_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,913667492987461633_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910650995415195648_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910650995415195648_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\23_9_2017\911684582075858945_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911684582075858945_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\18_11_2017\931789781087981568_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,931789781087981568_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\23_9_2017\911658362168860672_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911658362168860672_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\24_9_2017\912017282053890048_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,912017282053890048_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\23_9_2017\911642941285896192_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911642941285896192_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910540695609384960_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910540695609384960_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\25_9_2017\912195730458148864_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,912195730458148864_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\24_9_2017\911975380419993601_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911975380419993601_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\14_11_2017\930506088943968261_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930506088943968261_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\21_9_2017\910727196393771009_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910727196393771009_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\23_9_2017\911690588260462592_2.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911690588260462592_2,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\930074444151869440_1.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930074444151869440_1,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\24_9_2017\911818267471126528_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911818267471126528_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\25_9_2017\912355031591948288_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,912355031591948288_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\21_9_2017\910684543815892993_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910684543815892993_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\930186148705599489_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930186148705599489_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\21_9_2017\910714915404398593_1.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910714915404398593_1,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910637916635959296_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910637916635959296_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\25_9_2017\912128815509364736_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,912128815509364736_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\21_9_2017\910713914182324224_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910713914182324224_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910533378897674240_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910533378897674240_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\23_9_2017\911682931743010817_2.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911682931743010817_2,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\25_9_2017\912326845827371008_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,912326845827371008_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910645443687829504_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910645443687829504_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910525564641009666_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910525564641009666_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\3_10_2017\915315863582007296_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,915315863582007296_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\28_9_2017\913343038642147328_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,913343038642147328_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\24_9_2017\911929073412247554_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911929073412247554_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\14_11_2017\930435764336209920_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930435764336209920_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\23_9_2017\911674783112118272_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911674783112118272_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\930005740236034049_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930005740236034049_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910652618824757248_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910652618824757248_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\21_9_2017\910809743060381697_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910809743060381697_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\21_9_2017\910658484257030144_3.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910658484257030144_3,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\23_9_2017\911715482537005057_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911715482537005057_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\930044431037861888_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930044431037861888_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\24_9_2017\911928865135751168_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911928865135751168_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\6_10_2017\916105333872918528_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,916105333872918528_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910557802531241984_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910557802531241984_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
