image_path,type,danger,action,split,image_id,caption,target
D:\code\final_asmt\data_image\mexico_earthquake\23_9_2017\911634888998055936_2.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911634888998055936_2,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\24_9_2017\911781225085362176_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911781225085362176_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\930163638819786754_0.jpg,earthquake,High,Rapid search-and-rescue and medical triage,train,930163638819786754_0,,Type: earthquake | Danger: High | Action: Rapid search-and-rescue and medical triage.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910541826439786497_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910541826439786497_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\18_11_2017\931925410224529410_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,931925410224529410_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\17_11_2017\931493766816559104_1.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,931493766816559104_1,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910564249147248646_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910564249147248646_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\930016900943314944_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930016900943314944_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\28_9_2017\913389115281772545_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,913389115281772545_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\21_9_2017\910817376857415680_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910817376857415680_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\5_10_2017\915992255583854592_0.jpg,earthquake,High,Rapid search-and-rescue and medical triage,train,915992255583854592_0,,Type: earthquake | Danger: High | Action: Rapid search-and-rescue and medical triage.
D:\code\final_asmt\data_image\mexico_earthquake\24_9_2017\912050610396188672_0.jpg,earthquake,High,Rapid search-and-rescue and medical triage,train,912050610396188672_0,,Type: earthquake | Danger: High | Action: Rapid search-and-rescue and medical triage.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910524793740513280_1.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910524793740513280_1,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910564227424837637_0.jpg,earthquake,High,Rapid search-and-rescue and medical triage,train,910564227424837637_0,,Type: earthquake | Danger: High | Action: Rapid search-and-rescue and medical triage.
D:\code\final_asmt\data_image\mexico_earthquake\21_9_2017\910658638401781762_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910658638401781762_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\930097873332658176_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930097873332658176_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\25_9_2017\912379955257810944_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,912379955257810944_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\28_9_2017\913455905529909248_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,913455905529909248_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\18_11_2017\931789781087981568_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,931789781087981568_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910545977668505601_0.jpg,earthquake,High,Rapid search-and-rescue and medical triage,train,910545977668505601_0,,Type: earthquake | Danger: High | Action: Rapid search-and-rescue and medical triage.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910549178467733506_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910549178467733506_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\15_11_2017\930832085375504384_1.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930832085375504384_1,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\23_9_2017\911701484852490240_0.jpg,earthquake,High,Rapid search-and-rescue and medical triage,train,911701484852490240_0,,Type: earthquake | Danger: High | Action: Rapid search-and-rescue and medical triage.
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\930133906107617280_0.jpg,earthquake,High,Rapid search-and-rescue and medical triage,train,930133906107617280_0,,Type: earthquake | Danger: High | Action: Rapid search-and-rescue and medical triage.
D:\code\final_asmt\data_image\mexico_earthquake\21_9_2017\910702171208994816_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910702171208994816_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\21_9_2017\910758645142622209_0.jpg,earthquake,High,Rapid search-and-rescue and medical triage,train,910758645142622209_0,,Type: earthquake | Danger: High | Action: Rapid search-and-rescue and medical triage.
D:\code\final_asmt\data_image\mexico_earthquake\23_9_2017\911665118127312897_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911665118127312897_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\21_9_2017\910765490334814208_0.jpg,earthquake,High,Rapid search-and-rescue and medical triage,train,910765490334814208_0,,Type: earthquake | Danger: High | Action: Rapid search-and-rescue and medical triage.
D:\code\final_asmt\data_image\mexico_earthquake\21_9_2017\910722100767477760_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910722100767477760_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\23_9_2017\911625479047835648_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911625479047835648_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\24_9_2017\911902164251021312_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911902164251021312_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\25_9_2017\912447407996076032_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,912447407996076032_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910532465415954433_0.jpg,earthquake,High,Rapid search-and-rescue and medical triage,train,910532465415954433_0,,Type: earthquake | Danger: High | Action: Rapid search-and-rescue and medical triage.
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\930006201068347392_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930006201068347392_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\28_9_2017\913233048279195648_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,913233048279195648_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\17_11_2017\931531506564157440_1.jpg,earthquake,High,Rapid search-and-rescue and medical triage,train,931531506564157440_1,,Type: earthquake | Danger: High | Action: Rapid search-and-rescue and medical triage.
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\930001778115985408_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930001778115985408_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910523407489470464_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910523407489470464_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910639492301647874_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910639492301647874_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910572320338485248_0.jpg,earthquake,High,Rapid search-and-rescue and medical triage,train,910572320338485248_0,,Type: earthquake | Danger: High | Action: Rapid search-and-rescue and medical triage.
D:\code\final_asmt\data_image\iraq_iran_earthquake\16_11_2017\931304735029846017_0.jpg,earthquake,High,Rapid search-and-rescue and medical triage,train,931304735029846017_0,,Type: earthquake | Danger: High | Action: Rapid search-and-rescue and medical triage.
D:\code\final_asmt\data_image\mexico_earthquake\25_9_2017\912205877121298432_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,912205877121298432_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\930031926018170880_0.jpg,earthquake,High,Rapid search-and-rescue and medical triage,train,930031926018170880_0,,Type: earthquake | Danger: High | Action: Rapid search-and-rescue and medical triage.
D:\code\final_asmt\data_image\mexico_earthquake\25_9_2017\912111866595471360_2.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,912111866595471360_2,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\21_9_2017\910696481723703296_0.jpg,earthquake,High,Rapid search-and-rescue and medical triage,train,910696481723703296_0,,Type: earthquake | Danger: High | Action: Rapid search-and-rescue and medical triage.
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\930180706709499905_0.jpg,earthquake,High,Rapid search-and-rescue and medical triage,train,930180706709499905_0,,Type: earthquake | Danger: High | Action: Rapid search-and-rescue and medical triage.
D:\code\final_asmt\data_image\mexico_earthquake\27_9_2017\913089638583152641_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,913089638583152641_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\24_9_2017\911847736646934528_0.jpg,earthquake,High,Rapid search-and-rescue and medical triage,train,911847736646934528_0,,Type: earthquake | Danger: High | Action: Rapid search-and-rescue and medical triage.
D:\code\final_asmt\data_image\mexico_earthquake\29_9_2017\913728837229441024_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,913728837229441024_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910622882602008576_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910622882602008576_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
